0,0.00,0.00,0.00,1.71
0,0.00,0.07,0.00,1.70
0,0.00,0.00,0.00,1.71
0,0.00,0.00,0.00,1.70
0,0.00,0.07,0.00,1.71
0,0.00,0.00,0.00,1.71
0,0.00,0.23,0.00,1.71
0,0.00,0.00,0.00,1.71
0,0.00,0.04,0.00,1.71
0,0.00,0.00,0.00,1.71
0,0.00,0.00,0.00,1.71
0,0.00,0.00,0.00,1.71
0,0.00,0.00,0.00,1.71
0,0.00,0.01,0.00,1.71
0,0.00,0.00,0.00,1.70
0,0.00,0.08,0.00,1.71
0,0.00,0.00,0.00,1.71
0,0.00,0.00,0.00,1.71
0,0.00,0.00,0.00,1.71
0,0.00,0.00,0.00,1.71
0,0.00,0.00,0.00,1.71
0,0.00,0.00,0.00,1.71
0,0.00,0.00,0.00,1.71
0,0.00,0.00,0.00,1.71
0,0.00,0.00,0.00,1.71
0,0.00,0.00,0.00,1.71
0,0.00,0.00,0.00,1.71
0,0.00,0.01,0.00,1.71
0,0.00,0.00,0.00,1.71
0,0.00,0.00,0.00,1.71
0,0.00,0.13,0.00,1.71
0,0.00,0.00,0.00,1.71
0,0.00,0.00,0.00,1.71
0,0.00,0.04,0.00,1.71
0,0.00,0.00,0.00,1.71
1,0.00,0.23,0.00,1.71
1,0.00,0.00,0.00,1.71
1,0.00,0.00,0.00,1.71
1,0.00,0.00,0.00,1.71
1,0.00,0.00,0.00,1.71
1,0.00,0.26,0.00,1.71
1,0.00,0.00,0.00,1.71
1,0.00,0.00,0.00,1.71
1,0.00,0.00,0.00,1.71
1,0.00,0.00,0.00,1.71
1,0.00,0.00,0.00,1.71
1,0.00,0.00,0.00,1.71
1,0.00,0.00,0.00,1.71
1,0.00,0.08,0.00,1.71
1,0.00,0.00,0.00,1.71
1,0.00,0.00,0.00,1.71
1,0.00,0.00,0.00,1.71
1,0.00,0.00,0.00,1.71
1,0.00,0.00,0.00,1.71
1,0.00,0.11,0.00,1.71
1,0.00,0.00,0.00,1.70
1,0.00,0.00,0.00,1.70
1,0.00,0.00,0.00,1.71
1,0.00,0.00,0.00,1.70
1,0.00,0.33,0.00,1.70
1,0.00,0.00,0.00,1.70
1,0.00,0.00,0.00,1.71
1,0.00,0.11,0.00,1.70
1,0.00,0.00,0.00,1.70
1,0.00,0.00,0.00,1.71
1,0.00,0.00,0.00,1.70
1,0.00,0.00,0.00,1.70
1,0.00,0.00,0.00,1.70
1,0.00,0.00,0.00,1.70
1,0.00,0.00,0.00,1.70
1,0.00,0.00,0.00,1.70
1,0.00,0.23,0.00,1.70
1,0.00,0.00,0.00,1.70
1,0.00,0.00,0.00,1.70
1,0.00,0.00,0.00,1.70
1,0.00,0.00,0.00,1.70
1,0.00,0.00,0.00,1.70
2,0.00,0.00,0.00,1.70
2,0.00,0.07,0.00,1.70
2,0.00,0.00,0.00,1.70
2,0.00,0.00,0.00,1.70
2,0.00,0.00,0.00,1.70
2,0.00,0.00,0.00,1.70
2,0.00,0.00,0.00,1.70
2,0.00,0.37,0.00,1.70
2,0.00,0.00,0.00,1.70
2,0.00,0.00,0.00,1.70
2,0.00,0.00,0.00,1.70
2,0.00,0.04,0.00,1.70
2,0.00,0.00,0.00,1.70
2,0.00,0.00,0.00,1.70
2,0.00,0.00,0.00,1.70
2,0.00,0.00,0.00,1.70
2,0.00,0.00,0.00,1.70
2,0.00,0.00,0.00,1.70
2,0.00,0.00,0.00,1.70
2,0.00,0.17,0.00,1.70
2,0.00,0.24,0.00,1.70
2,0.00,0.00,0.00,1.70
2,0.00,0.00,0.00,1.70
2,0.00,0.00,0.00,1.70
2,0.00,0.00,0.00,1.70
2,0.00,0.00,0.00,1.70
2,0.00,0.00,0.00,1.70
2,0.00,0.00,0.00,1.70
2,0.00,0.00,0.00,1.70
2,0.00,0.00,0.00,1.70
2,0.00,0.00,0.00,1.70
2,0.00,0.02,0.00,1.70
2,0.00,0.00,0.00,1.70
2,0.00,0.00,0.00,1.70
2,0.00,0.00,0.00,1.70
2,0.00,0.00,0.00,1.70
2,0.00,0.00,0.00,1.70
2,0.00,0.13,0.00,1.70
2,0.00,0.00,0.00,1.70
2,0.00,0.00,0.00,1.70
2,0.00,0.00,0.00,1.70
2,0.00,0.00,0.00,1.70
3,0.00,0.00,0.00,1.70
3,0.00,0.05,0.00,1.70
3,0.00,0.00,0.00,1.70
3,0.00,0.00,0.00,1.70
3,0.00,0.00,0.00,1.70
3,0.00,0.00,0.00,1.70
3,0.00,0.00,0.00,1.70
3,0.00,0.00,0.00,1.70
3,0.00,0.00,0.00,1.70
3,0.00,0.74,0.00,1.70
3,0.00,0.00,0.00,1.71
3,0.00,0.00,0.00,1.70
3,0.00,0.00,0.00,1.71
3,0.00,0.04,0.00,1.71
3,0.00,0.00,0.00,1.71
3,0.00,0.17,0.00,1.71
3,0.00,0.00,0.00,1.71
3,0.00,0.00,0.00,1.71
3,0.00,0.00,0.00,1.71
3,0.00,0.00,0.00,1.71
3,0.00,0.00,0.00,1.71
3,0.00,0.00,0.00,1.71
3,0.00,0.00,0.00,1.71
3,0.00,0.00,0.00,1.71
3,0.00,0.00,0.00,1.71
3,0.00,0.00,0.00,1.71
3,0.00,0.07,0.00,1.71
3,0.00,0.27,0.00,1.71
3,0.00,0.00,0.00,1.70
3,0.00,0.26,0.00,1.70
3,0.00,0.00,0.00,1.70
3,0.00,0.00,0.00,1.70
0,0.00,0.00,0.00,1.71
0,0.00,0.00,0.00,1.70
0,0.00,0.14,0.00,1.70
0,0.00,0.00,0.00,1.71
0,0.00,0.09,0.00,1.70
0,0.00,0.00,0.00,1.71
0,0.00,0.00,0.00,1.70
0,0.00,0.00,0.00,1.70
0,0.00,0.00,0.00,1.70
0,0.00,0.00,0.00,1.70
0,0.00,0.00,0.00,1.71
0,0.00,0.14,0.00,1.70
0,0.00,0.05,0.00,1.71
0,0.00,0.00,0.00,1.71
0,0.00,0.00,0.00,1.70
0,0.00,0.00,0.00,1.71
0,0.00,0.00,0.00,1.71
0,0.00,0.00,0.00,1.70
0,0.00,0.00,0.00,1.70
0,0.00,0.04,0.00,1.71
0,0.00,0.00,0.00,1.70
0,0.00,0.00,0.00,1.71
0,0.00,0.00,0.00,1.70
0,0.00,0.00,0.00,1.71
0,0.00,0.00,0.00,1.71
0,0.00,0.13,0.00,1.71
0,0.00,0.00,0.00,1.70
0,0.00,0.00,0.00,1.71
0,0.00,0.07,0.00,1.71
0,0.00,0.00,0.00,1.71
0,0.00,0.00,0.00,1.71
0,0.00,0.00,0.00,1.71
0,0.00,0.00,0.00,1.71
0,0.00,0.00,0.00,1.71
0,0.00,0.00,0.00,1.71
0,0.00,0.28,0.00,1.71
0,0.00,0.00,0.00,1.71
0,0.00,0.00,0.00,1.71
0,0.00,0.00,0.00,1.71
0,0.00,0.00,0.00,1.71
0,0.00,0.05,0.00,1.71
0,0.00,0.00,0.00,1.71
1,0.00,0.00,0.00,1.71
1,0.00,0.00,0.00,1.71
1,0.00,0.00,0.00,1.71
1,0.00,0.00,0.00,1.71
1,0.00,0.00,0.00,1.70
1,0.00,0.00,0.00,1.70
1,0.00,0.02,0.00,1.71
1,0.00,0.09,0.00,1.70
1,0.00,0.00,0.00,1.70
1,0.00,0.00,0.00,1.70
1,0.00,0.00,0.00,1.70
1,0.00,0.00,0.00,1.70
1,0.00,0.00,0.00,1.70
1,0.00,0.07,0.00,1.70
1,0.00,0.00,0.00,1.70
1,0.00,0.00,0.00,1.70
1,0.00,0.00,0.00,1.70
1,0.00,0.00,0.00,1.70
1,0.00,0.04,0.00,1.70
1,0.00,0.00,0.00,1.70
1,0.00,0.00,0.00,1.70
1,0.00,0.00,0.00,1.70
1,0.00,0.00,0.00,1.70
1,0.00,0.00,0.00,1.71
1,0.00,0.00,0.00,1.70
1,0.00,0.29,0.00,1.70
1,0.00,0.00,0.00,1.71
1,0.00,0.00,0.00,1.71
1,0.00,0.00,0.00,1.70
1,0.00,0.00,0.00,1.70
1,0.00,0.00,0.00,1.70
1,0.00,0.00,0.00,1.71
1,0.00,0.00,0.00,1.70
1,0.00,0.26,0.00,1.70
1,0.00,0.00,0.00,1.71
1,0.00,0.09,0.00,1.70
1,0.00,0.02,0.00,1.70
1,0.00,0.01,0.00,1.70
1,0.00,0.00,0.00,1.70
1,0.00,0.00,0.00,1.70
1,0.00,0.01,0.00,1.70
1,0.00,0.00,0.00,1.70
2,0.00,0.00,0.00,1.70
2,0.00,0.00,0.00,1.70
2,0.00,0.00,0.00,1.70
2,0.00,0.00,0.00,1.70
2,0.00,0.07,0.00,1.70
2,0.00,0.00,0.00,1.70
2,0.00,0.00,0.00,1.70
2,0.00,0.08,0.00,1.71
2,0.00,0.00,0.00,1.70
2,0.00,0.00,0.00,1.70
2,0.00,0.00,0.00,1.70
2,0.00,0.00,0.00,1.70
2,0.00,0.00,0.00,1.70
2,0.00,0.01,0.00,1.70
2,0.00,0.00,0.00,1.70
2,0.00,0.00,0.00,1.70
2,0.00,0.00,0.00,1.70
2,0.00,0.00,0.00,1.70
2,0.00,0.00,0.00,1.70
2,0.00,0.00,0.00,1.70
2,0.00,0.00,0.00,1.69
2,0.00,0.15,0.00,1.69
2,0.00,0.00,0.00,1.69
2,0.00,0.00,0.00,1.69
2,0.00,0.00,0.00,1.69
2,0.00,0.00,0.00,1.69
2,0.00,0.00,0.00,1.69
2,0.00,0.00,0.00,1.69
2,0.00,0.00,0.00,1.69
2,0.00,0.00,0.00,1.69
2,0.00,0.00,0.00,1.69
2,0.00,0.02,0.00,1.69
2,0.00,0.13,0.00,1.69
2,0.00,0.00,0.00,1.69
2,0.00,0.00,0.00,1.65
2,0.00,0.30,0.00,1.63
2,0.00,0.05,0.00,1.61
2,0.00,0.04,0.00,1.60
2,0.00,0.00,0.00,1.64
2,0.00,0.00,0.00,1.59
2,0.00,0.00,0.00,1.64
2,0.00,0.00,0.00,1.58
3,0.00,0.00,0.00,1.62
3,0.00,0.00,0.00,1.58
3,0.00,0.00,0.00,1.62
3,0.00,0.00,0.00,1.48
3,0.00,0.00,0.00,0.94
3,0.00,0.00,0.00,1.08
3,0.00,0.00,0.00,1.07
3,0.00,0.00,0.00,1.07
3,0.00,0.21,0.00,1.52
3,0.00,0.00,0.00,1.57
3,0.00,0.00,0.00,1.59
3,0.00,0.00,0.00,1.58
3,0.00,0.00,0.00,1.55
3,0.00,0.00,0.00,0.95
3,0.00,0.00,0.00,1.09
3,0.00,0.01,0.00,1.16
